trip_id,distance_km,road_type,elevation_gain_m,elevation_loss_m,avg_speed_kmh,traffic_congestion_level,ambient_temperature_c,weather_condition,vehicle_profile,vehicle_battery_capacity_kwh,vehicle_efficiency_baseline_wh_per_km,vehicle_curb_weight_kg,load_state,payload_kg,total_mass_kg,energy_consumed_kwh,wh_per_km
102,98.82,highway,9.2,15.2,82.6,0.397,27.2,clear,large_ev,75,190,2400,unladen,9.9,2409.9,64.022,647.9
103,55.44,highway,4.7,5.9,84.6,0.141,21.5,clear,large_ev,75,190,2400,half_load,255.8,2655.8,35.759,645.0
105,8.28,city,13.3,2.4,22.6,0.763,26.7,rain,large_ev,75,190,2400,unladen,20.1,2420.1,6.455,779.9
107,6.02,city,23.0,17.1,28.1,0.767,31.2,clear,mid_ev,40,160,1900,half_load,239.9,2139.9,4.087,678.9
109,16.03,arterial,55.6,18.8,49.8,0.075,30.0,clear,large_ev,75,190,2400,half_load,338.3,2738.3,5.341,333.2
110,91.24,highway,1.2,57.0,82.2,0.055,40.0,heavy_rain,large_ev,75,190,2400,half_load,255.3,2655.3,71.425,782.8
111,201.82,highway,91.2,4.1,80.0,0.112,37.5,clear,large_ev,75,190,2400,unladen,18.8,2418.8,138.54,686.5
114,146.47,highway,20.6,24.9,72.6,0.029,29.2,clear,mid_ev,40,160,1900,half_load,259.4,2159.4,61.498,419.9
115,10.3,city,4.4,0.4,21.4,0.363,24.5,clear,large_ev,75,190,2400,half_load,317.8,2717.8,4.654,451.7
116,15.1,arterial,0.6,26.2,50.2,0.331,30.9,clear,large_ev,75,190,2400,half_load,316.1,2716.1,6.81,450.9
117,11.52,arterial,3.1,12.4,49.7,0.258,36.8,clear,large_ev,75,190,2400,half_load,254.4,2654.4,5.232,454.1
118,1.76,city,14.5,5.3,22.1,0.379,28.3,clear,mid_ev,40,160,1900,full_load,412.4,2312.4,0.743,422.3
119,70.45,highway,40.6,9.3,97.4,0.581,32.9,clear,mid_ev,40,160,1900,half_load,247.3,2147.3,59.925,850.6
122,183.81,highway,28.6,18.7,93.6,0.435,31.2,rain,mid_ev,40,160,1900,half_load,213.8,2113.8,136.937,745.0
123,20.76,arterial,52.9,28.0,46.1,0.33,22.6,clear,mid_ev,40,160,1900,full_load,402.6,2302.6,7.259,349.7
124,79.68,highway,1.5,14.4,84.4,0.124,29.3,rain,small_ev,24,140,1400,half_load,178.6,1578.6,41.159,516.5
125,82.03,highway,1.5,11.2,98.8,0.173,30.0,clear,mid_ev,40,160,1900,full_load,415.5,2315.5,63.896,778.9
126,3.5,city,1.2,9.9,24.1,0.72,28.8,rain,large_ev,75,190,2400,full_load,586.0,2986.0,2.975,850.8
127,22.48,highway,37.6,120.3,89.2,0.259,22.1,clear,large_ev,75,190,2400,full_load,512.1,2912.1,15.809,703.1
129,33.83,arterial,2.0,7.7,25.6,0.767,40.7,clear,large_ev,75,190,2400,full_load,585.3,2985.3,21.402,632.6
131,17.43,city,0.1,0.6,25.3,0.694,28.5,clear,small_ev,24,140,1400,unladen,14.0,1414.0,7.129,409.0
132,43.24,arterial,6.1,22.8,59.4,0.682,24.8,clear,mid_ev,40,160,1900,half_load,200.0,2100.0,23.681,547.6
133,12.4,city,10.7,5.9,21.3,0.195,31.9,clear,large_ev,75,190,2400,full_load,528.1,2928.1,3.784,305.2
135,2.27,city,9.7,1.8,22.0,0.754,29.4,clear,large_ev,75,190,2400,full_load,512.3,2912.3,2.109,929.0
136,138.45,highway,107.8,23.7,73.3,0.441,20.0,clear,large_ev,75,190,2400,half_load,294.2,2694.2,78.708,568.5
137,134.96,highway,3.7,7.9,71.5,0.016,30.1,clear,mid_ev,40,160,1900,half_load,209.3,2109.3,54.496,403.8
138,6.25,city,4.1,29.9,33.3,0.748,24.3,rain,large_ev,75,190,2400,full_load,524.4,2924.4,5.513,882.3
139,158.95,highway,30.5,24.9,87.1,0.497,32.8,clear,mid_ev,40,160,1900,unladen,33.6,1933.6,103.115,648.7
141,30.64,highway,117.7,44.3,73.5,0.174,25.9,clear,large_ev,75,190,2400,full_load,522.1,2922.1,17.517,571.6
142,5.69,city,0.7,9.5,22.4,0.313,36.8,clear,small_ev,24,140,1400,full_load,299.9,1699.9,1.648,289.7
143,84.15,highway,18.7,67.7,85.5,0.206,37.9,clear,large_ev,75,190,2400,unladen,57.7,2457.7,63.941,759.8
144,15.28,city,6.9,7.3,18.9,0.619,24.5,clear,small_ev,24,140,1400,full_load,290.0,1690.0,6.074,397.6
145,23.22,arterial,1.9,34.7,60.9,0.33,36.3,clear,mid_ev,40,160,1900,half_load,222.3,2122.3,11.367,489.5
146,36.07,highway,0.3,44.3,58.5,0.126,27.6,clear,small_ev,24,140,1400,unladen,27.8,1427.8,8.953,248.2
147,176.18,highway,14.2,42.7,88.4,0.02,36.4,rain,mid_ev,40,160,1900,full_load,409.0,2309.0,116.673,662.2
148,5.39,city,3.0,2.6,19.3,0.608,33.1,clear,mid_ev,40,160,1900,full_load,405.6,2305.6,3.046,564.8
149,15.99,arterial,12.7,7.8,51.7,0.754,33.1,clear,mid_ev,40,160,1900,half_load,205.4,2105.4,8.618,539.1
150,2.94,arterial,27.7,15.6,48.8,0.218,31.5,clear,large_ev,75,190,2400,half_load,318.8,2718.8,1.246,423.6
151,33.06,highway,31.2,50.3,81.1,0.005,32.8,clear,mid_ev,40,160,1900,full_load,438.8,2338.8,17.742,536.6
154,4.37,city,7.6,2.6,23.4,0.845,36.2,rain,small_ev,24,140,1400,unladen,26.6,1426.6,2.354,538.2
156,7.62,arterial,24.5,21.6,37.3,0.447,20.0,rain,small_ev,24,140,1400,half_load,134.8,1534.8,1.948,255.7
157,12.19,city,3.5,4.0,13.5,0.81,30.8,clear,mid_ev,40,160,1900,full_load,412.2,2312.2,8.569,702.7
158,3.43,city,8.5,1.8,17.1,0.333,33.3,clear,large_ev,75,190,2400,unladen,33.8,2433.8,1.412,412.2
159,60.16,highway,7.8,19.1,77.6,0.329,30.2,heavy_rain,small_ev,24,140,1400,half_load,160.0,1560.0,31.617,525.6
160,11.49,arterial,86.9,2.6,50.4,0.299,38.1,clear,large_ev,75,190,2400,full_load,528.1,2928.1,7.04,612.6
161,13.4,highway,57.2,47.9,73.7,0.11,36.5,rain,small_ev,24,140,1400,unladen,10.7,1410.7,5.598,417.7
162,5.82,city,7.0,2.2,13.9,0.424,27.6,clear,large_ev,75,190,2400,half_load,249.9,2649.9,2.583,444.0
163,2.39,city,22.1,8.0,22.0,0.813,30.7,rain,small_ev,24,140,1400,half_load,124.4,1524.4,1.32,551.3
164,5.9,city,1.0,0.9,14.2,0.26,28.3,clear,small_ev,24,140,1400,full_load,256.4,1656.4,1.228,208.0
165,11.69,city,2.6,16.2,13.5,0.724,31.8,clear,mid_ev,40,160,1900,unladen,16.0,1916.0,6.271,536.4
167,9.77,arterial,46.8,1.8,42.8,0.437,28.8,clear,large_ev,75,190,2400,unladen,8.4,2408.4,4.08,417.5
168,4.38,city,2.0,0.8,18.6,0.102,27.6,rain,small_ev,24,140,1400,full_load,257.3,1657.3,0.587,134.0
170,11.11,city,20.6,16.6,17.8,0.827,26.7,clear,large_ev,75,190,2400,full_load,527.6,2927.6,10.985,988.8
171,10.13,arterial,26.7,13.5,58.0,0.509,29.9,clear,large_ev,75,190,2400,half_load,246.2,2646.2,6.407,632.4
172,32.64,highway,97.8,16.6,79.1,0.051,36.3,clear,small_ev,24,140,1400,unladen,10.8,1410.8,15.289,468.4
173,5.12,city,5.0,4.8,26.5,0.682,26.6,rain,large_ev,75,190,2400,half_load,326.9,2726.9,3.938,768.9
174,29.16,highway,1.7,27.8,92.0,0.097,23.8,clear,large_ev,75,190,2400,unladen,40.4,2440.4,20.464,701.9
175,90.76,highway,86.6,82.0,79.4,0.113,37.5,clear,large_ev,75,190,2400,full_load,596.9,2996.9,61.446,677.0
176,5.02,city,0.6,0.1,24.4,0.523,24.0,clear,large_ev,75,190,2400,half_load,308.8,2708.8,2.771,551.6
177,7.76,arterial,39.5,6.2,54.1,0.177,30.8,rain,small_ev,24,140,1400,half_load,123.5,1523.5,2.284,294.5
178,8.36,arterial,39.6,16.9,48.0,0.366,34.5,clear,large_ev,75,190,2400,half_load,334.8,2734.8,4.429,530.1
180,44.32,arterial,20.5,6.3,41.4,0.466,29.2,rain,small_ev,24,140,1400,half_load,124.6,1524.6,12.867,290.3
181,113.4,highway,66.6,29.3,80.0,0.284,29.9,clear,large_ev,75,190,2400,unladen,53.7,2453.7,75.709,667.7
182,26.07,arterial,20.6,25.1,48.2,0.473,36.1,clear,large_ev,75,190,2400,full_load,589.4,2989.4,14.674,562.9
183,25.39,arterial,20.0,16.6,66.6,0.51,20.0,clear,small_ev,24,140,1400,half_load,152.7,1552.7,10.892,429.0
184,66.89,highway,8.5,6.0,82.4,0.187,29.8,clear,large_ev,75,190,2400,full_load,529.3,2929.3,45.931,686.6
185,96.47,highway,55.0,32.5,81.3,0.086,31.5,clear,mid_ev,40,160,1900,half_load,216.3,2116.3,51.002,528.7
186,89.69,highway,2.2,0.2,77.9,0.056,28.6,clear,small_ev,24,140,1400,full_load,283.3,1683.3,36.462,406.5
188,18.5,city,2.7,2.5,33.7,0.4,31.3,clear,large_ev,75,190,2400,unladen,51.0,2451.0,9.262,500.5
189,1.0,city,0.4,18.4,29.2,0.774,31.0,clear,small_ev,24,140,1400,full_load,286.4,1686.4,0.535,535.2
190,24.33,arterial,4.3,71.0,42.1,0.2,23.5,clear,large_ev,75,190,2400,unladen,3.5,2403.5,7.151,293.9
191,91.61,highway,8.2,68.4,101.2,0.133,28.7,clear,large_ev,75,190,2400,full_load,587.6,2987.6,83.505,911.5
193,78.78,arterial,17.2,6.2,40.6,0.158,31.1,clear,large_ev,75,190,2400,half_load,300.2,2700.2,22.43,284.7
194,8.48,city,0.7,14.3,20.2,0.647,35.8,clear,mid_ev,40,160,1900,full_load,420.6,2320.6,5.836,688.4
195,39.74,arterial,6.6,5.1,44.7,0.564,22.6,rain,mid_ev,40,160,1900,half_load,241.3,2141.3,15.866,399.2
196,26.14,arterial,59.8,10.3,30.8,0.53,35.1,clear,large_ev,75,190,2400,unladen,18.5,2418.5,10.393,397.6
197,36.24,arterial,38.4,2.5,63.7,0.179,42.0,clear,large_ev,75,190,2400,full_load,522.1,2922.1,22.013,607.5
198,6.69,arterial,15.3,24.1,29.9,0.193,38.6,clear,small_ev,24,140,1400,unladen,21.7,1421.7,1.118,167.2
199,162.89,highway,17.2,31.4,102.4,0.343,35.6,clear,small_ev,24,140,1400,half_load,177.5,1577.5,122.147,749.9
203,12.44,city,32.4,2.4,12.1,0.169,34.0,clear,mid_ev,40,160,1900,unladen,23.5,1923.5,2.447,196.8
204,12.65,arterial,0.3,27.8,38.2,0.42,35.2,rain,large_ev,75,190,2400,unladen,41.4,2441.4,5.239,414.1
205,5.52,arterial,17.2,5.8,41.9,0.655,27.5,clear,small_ev,24,140,1400,half_load,177.6,1577.6,1.971,357.4
206,33.01,highway,60.1,19.8,88.5,0.275,33.3,clear,small_ev,24,140,1400,full_load,278.2,1678.2,19.042,576.9
207,15.46,highway,107.8,8.5,90.1,0.293,34.4,clear,small_ev,24,140,1400,half_load,158.0,1558.0,9.837,636.1
209,3.5,city,10.6,0.0,23.7,0.679,38.6,clear,small_ev,24,140,1400,full_load,265.1,1665.1,1.812,518.1
211,2.79,city,0.5,3.4,23.6,0.897,35.4,clear,large_ev,75,190,2400,half_load,290.0,2690.0,2.784,998.8
214,96.17,highway,48.7,0.0,77.2,0.079,29.8,clear,large_ev,75,190,2400,half_load,266.3,2666.3,54.403,565.7
215,32.64,arterial,50.5,6.1,53.7,0.376,30.9,clear,large_ev,75,190,2400,unladen,25.3,2425.3,15.076,461.9
216,8.24,arterial,26.3,28.2,52.6,0.272,21.8,clear,large_ev,75,190,2400,full_load,560.6,2960.6,3.72,451.5
217,44.27,arterial,7.6,3.2,45.7,0.589,23.6,clear,small_ev,24,140,1400,unladen,1.9,1401.9,13.679,309.0
218,146.3,highway,18.0,5.7,68.1,0.098,27.5,rain,small_ev,24,140,1400,half_load,120.2,1520.2,50.098,342.4
219,15.11,arterial,17.1,13.3,48.3,0.635,27.4,clear,large_ev,75,190,2400,full_load,572.2,2972.2,9.282,614.5
220,9.94,city,35.3,20.0,17.5,0.418,38.7,clear,large_ev,75,190,2400,full_load,536.2,2936.2,6.568,661.1
221,1.29,city,2.3,4.2,11.0,0.783,36.0,rain,mid_ev,40,160,1900,half_load,240.4,2140.4,0.899,696.7
222,9.44,arterial,8.2,46.3,47.7,0.364,26.1,clear,mid_ev,40,160,1900,unladen,15.6,1915.6,3.311,350.7
223,7.4,city,7.1,22.1,11.5,0.886,40.0,clear,small_ev,24,140,1400,half_load,162.2,1562.2,4.413,596.8
224,39.2,arterial,9.3,4.9,30.9,0.438,31.4,clear,large_ev,75,190,2400,half_load,309.7,2709.7,14.679,374.5
225,4.16,city,4.3,19.9,15.8,0.583,29.1,clear,small_ev,24,140,1400,full_load,282.2,1682.2,1.77,426.0
227,5.85,arterial,29.1,54.7,50.5,0.369,21.8,rain,small_ev,24,140,1400,unladen,2.3,1402.3,1.592,272.1
228,7.3,city,4.9,0.5,27.6,0.61,42.0,clear,small_ev,24,140,1400,unladen,7.7,1407.7,3.399,465.4
229,13.44,city,5.5,7.0,26.6,0.752,26.5,clear,large_ev,75,190,2400,full_load,571.5,2971.5,11.781,876.3
230,29.02,arterial,35.3,30.6,41.0,0.396,30.7,clear,mid_ev,40,160,1900,half_load,232.6,2132.6,9.488,326.9
231,1.0,city,0.3,4.0,19.2,0.304,25.1,rain,small_ev,24,140,1400,full_load,276.2,1676.2,0.259,258.7
232,16.42,arterial,5.6,3.6,41.9,0.39,28.1,clear,mid_ev,40,160,1900,full_load,423.7,2323.7,5.516,335.9
233,13.58,city,0.8,0.6,7.5,0.55,24.9,clear,large_ev,75,190,2400,full_load,565.7,2965.7,8.395,618.1
234,21.19,arterial,114.5,0.3,45.2,0.803,29.4,clear,large_ev,75,190,2400,full_load,557.4,2957.4,15.35,724.5
235,1.29,city,5.3,1.0,30.3,0.831,37.0,clear,large_ev,75,190,2400,unladen,14.1,2414.1,1.238,963.3
236,5.68,city,0.3,12.9,21.7,0.432,29.2,rain,small_ev,24,140,1400,half_load,158.7,1558.7,1.832,322.7
237,22.21,arterial,3.4,2.7,61.0,0.144,33.1,clear,mid_ev,40,160,1900,full_load,429.5,2329.5,8.87,399.3
238,11.11,arterial,41.8,4.5,41.0,0.391,27.3,clear,large_ev,75,190,2400,full_load,559.4,2959.4,4.962,446.5
240,5.41,city,28.3,2.9,25.5,0.307,24.2,clear,mid_ev,40,160,1900,unladen,31.0,1931.0,1.678,310.4
241,47.35,highway,0.6,18.2,70.9,0.049,26.8,clear,small_ev,24,140,1400,unladen,16.0,1416.0,15.741,332.4
243,56.77,highway,2.2,25.5,86.4,0.364,28.6,clear,small_ev,24,140,1400,unladen,20.3,1420.3,27.869,490.9
244,10.33,arterial,40.1,20.7,41.1,0.536,27.8,rain,large_ev,75,190,2400,full_load,522.5,2922.5,5.156,499.2
245,118.04,highway,173.5,144.0,66.1,0.098,30.4,clear,large_ev,75,190,2400,half_load,331.2,2731.2,53.605,454.1
246,9.91,arterial,33.6,23.0,40.1,0.315,23.2,clear,mid_ev,40,160,1900,unladen,13.6,1913.6,2.872,289.8
247,49.89,highway,72.3,26.2,68.6,0.301,27.5,clear,small_ev,24,140,1400,unladen,18.2,1418.2,17.048,341.7
249,4.27,city,7.1,6.2,26.4,0.248,27.8,clear,large_ev,75,190,2400,half_load,272.2,2672.2,1.577,369.7
250,7.9,arterial,19.4,20.4,45.9,0.42,21.9,rain,small_ev,24,140,1400,full_load,263.8,1663.8,2.316,293.3
251,2.84,city,3.0,20.5,25.7,0.284,34.8,rain,mid_ev,40,160,1900,unladen,38.2,1938.2,0.875,308.3
252,31.21,arterial,31.1,9.8,38.5,0.235,36.2,clear,mid_ev,40,160,1900,half_load,222.3,2122.3,8.807,282.2
253,13.61,city,1.4,0.7,37.6,0.659,33.6,clear,small_ev,24,140,1400,half_load,160.7,1560.7,6.873,505.0
254,5.12,city,21.3,13.9,32.0,0.631,26.2,heavy_rain,large_ev,75,190,2400,unladen,2.1,2402.1,3.711,725.1
255,16.68,city,9.5,42.7,24.5,0.634,30.1,clear,mid_ev,40,160,1900,full_load,413.8,2313.8,9.549,572.4
256,5.44,city,6.0,0.6,20.3,0.386,28.3,rain,mid_ev,40,160,1900,full_load,411.2,2311.2,2.292,421.2
